event_id,timestamp_min,robot_id,state,duration_min,task_type,order_id,battery_pct_start,battery_pct_end,fault_code
E000482,432,R06,CHARGE,13,CHARGE,,14,94,
E000483,432,R07,IDLE,9,IDLE,,100,98,
E000484,434,R04,IDLE,13,IDLE,,32,30,
E000485,437,R01,FAULT,10,,,29,26,MECH_FAILURE
E000486,437,R02,WORK,9,PICK,ORD0297,45,30,
E000487,437,R10,WORK,8,PICK,ORD0176,32,18,
E000488,439,R08,IDLE,15,IDLE,,76,72,
E000489,440,R03,IDLE,5,IDLE,,68,66,
E000490,440,R05,IDLE,5,IDLE,,39,37,
E000491,441,R07,WORK,12,PICK,ORD0411,98,74,
E000492,443,R09,WORK,7,PICK,ORD0764,69,55,
E000493,445,R03,WORK,5,PICK,ORD0079,66,56,
E000494,445,R05,WORK,11,PICK,ORD0199,37,20,
E000495,445,R06,WORK,5,PICK,ORD0242,94,83,
E000496,445,R10,CHARGE,10,CHARGE,,18,78,
E000497,446,R02,WORK,12,PICK,ORD0157,30,10,
E000498,447,R01,IDLE,6,IDLE,,26,24,
E000499,447,R04,IDLE,14,IDLE,,30,26,
E000500,450,R03,WORK,12,PICK,ORD0779,56,35,
E000501,450,R06,IDLE,13,IDLE,,83,77,
E000502,450,R09,IDLE,13,IDLE,,55,48,
E000503,453,R01,IDLE,14,IDLE,,24,17,
E000504,453,R07,WORK,10,PICK,ORD0070,74,56,
E000505,454,R08,IDLE,16,IDLE,,72,66,
E000506,455,R10,WORK,3,PICK,ORD0361,78,72,
E000507,456,R05,CHARGE,10,CHARGE,,20,69,
E000508,458,R02,CHARGE,13,CHARGE,,10,100,
E000509,458,R10,WORK,3,PICK,ORD0378,72,67,
E000510,461,R04,WORK,4,PICK,ORD0630,26,21,
E000511,461,R10,WORK,12,PICK,ORD0568,67,53,
E000512,462,R03,IDLE,4,IDLE,,35,33,
E000513,463,R06,WORK,12,PICK,ORD0668,77,63,
E000514,463,R07,WORK,11,PICK,ORD0155,56,40,
E000515,463,R09,WORK,8,PICK,ORD0732,48,36,
E000516,465,R04,IDLE,4,IDLE,,21,20,
E000517,466,R03,WORK,10,PICK,ORD0450,33,18,
E000518,466,R05,WORK,8,PICK,ORD0382,69,52,
E000519,467,R01,CHARGE,12,CHARGE,,17,60,
E000520,469,R04,CHARGE,11,CHARGE,,20,99,
E000521,470,R08,IDLE,10,IDLE,,66,61,
E000522,471,R02,IDLE,9,IDLE,,100,97,
E000523,471,R09,IDLE,9,IDLE,,36,34,
E000524,473,R10,WORK,4,PICK,ORD0572,53,45,
E000525,474,R05,WORK,6,PICK,ORD0154,52,44,
E000526,474,R07,WORK,6,PICK,ORD0680,40,31,
E000527,475,R06,WORK,5,PICK,ORD0318,63,51,
E000528,476,R03,CHARGE,4,CHARGE,,18,50,
E000529,477,R10,IDLE,3,IDLE,,45,44,
E000530,479,R01,WORK,1,PICK,ORD0318,60,58,
